Time Stamp,Ignition Advance," RPM",AuxInput," AFM (V)",DME Voltage (V)," IAT (F)"," ECT (F)",Throttle Switch," ICV (%)",Fly. Mark (Errors),Fly. RPM (Errors),Fly. Tooth (Count),Flywheel Vehicle," NBO2 (V)",NBO2 Digital," FQS"," BAP (PSI)"," MAP (PSI)"," WBO2 (AFR)"," WBO2 (Lamda)",Ign. Dwell (ms),Inj. Pulse (ms),Fuel Pump,DME Program,Codeing Plug,AC Comp.
01:15:12:843362,5.53,800,Disabled,1.19,13.67,9,64,Idle,40.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.7,ON,28 Pin,Removed,OFF
01:15:12:858982,6.92,820,Disabled,1.18,13.66,9,64,Idle,40.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.7,ON,28 Pin,Removed,OFF
01:15:12:874603,6.92,823,Disabled,1.18,13.67,9,64,Idle,40.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.7,ON,28 Pin,Removed,OFF
01:15:12:890224,6.92,826,Disabled,1.18,13.68,9,64,Idle,40.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,3.7,ON,28 Pin,Removed,OFF
01:15:12:905842,6.92,826,Disabled,1.18,13.71,9,64,Idle,40.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,3.7,ON,28 Pin,Removed,OFF
01:15:12:921463,12.46,826,Disabled,1.18,13.70,9,64,Idle,40.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,3.7,ON,28 Pin,Removed,OFF
01:15:12:937083,12.46,806,Disabled,1.18,13.70,9,64,Idle,40.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,3.7,ON,28 Pin,Removed,OFF
01:15:12:952702,12.46,805,Disabled,1.18,13.69,9,64,Idle,40.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.7,ON,28 Pin,Removed,OFF
01:15:12:968326,12.46,805,Disabled,1.18,13.70,9,64,Idle,40.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:12:983942,12.46,805,Disabled,1.18,13.71,9,64,Idle,40.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,3.6,ON,28 Pin,Removed,OFF
01:15:12:999562,9.69,822,Disabled,1.18,13.69,9,64,Idle,40.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:13:015182,9.69,822,Disabled,1.18,13.69,9,64,Idle,40.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.6,ON,28 Pin,Removed,OFF
01:15:13:030803,9.69,828,Disabled,1.18,13.68,9,64,Idle,40.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.6,ON,28 Pin,Removed,OFF
01:15:13:046424,9.69,828,Disabled,1.18,13.69,9,64,Idle,40.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.6,ON,28 Pin,Removed,OFF
01:15:13:062044,9.69,828,Disabled,1.18,13.68,9,64,Idle,40.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,3.6,ON,28 Pin,Removed,OFF
01:15:13:077662,9.69,817,Disabled,1.18,13.70,9,64,Idle,40.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.6,ON,28 Pin,Removed,OFF
01:15:13:093283,9.69,817,Disabled,1.18,13.70,9,64,Idle,39.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.6,ON,28 Pin,Removed,OFF
01:15:13:108902,9.69,830,Disabled,1.18,13.70,9,64,Idle,39.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.6,ON,28 Pin,Removed,OFF
01:15:13:124522,9.69,830,Disabled,1.18,13.71,9,64,Idle,39.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:13:140143,11.07,838,Disabled,1.18,13.70,9,64,Idle,39.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:13:155762,11.07,838,Disabled,1.18,13.70,9,64,Idle,39.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.6,ON,28 Pin,Removed,OFF
01:15:13:171383,11.07,838,Disabled,1.18,13.69,9,64,Idle,39.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.6,ON,28 Pin,Removed,OFF
01:15:13:187005,11.07,838,Disabled,1.18,13.69,9,64,Idle,39.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.6,ON,28 Pin,Removed,OFF
01:15:13:202624,11.07,828,Disabled,1.18,13.69,9,64,Idle,39.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.6,ON,28 Pin,Removed,OFF
01:15:13:218242,9.69,825,Disabled,1.18,13.70,9,64,Idle,39.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.6,ON,28 Pin,Removed,OFF
01:15:13:233862,9.69,825,Disabled,1.18,13.71,9,64,Idle,39.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.6,ON,28 Pin,Removed,OFF
01:15:13:249483,9.69,835,Disabled,1.18,13.71,9,64,Idle,39.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.6,ON,28 Pin,Removed,OFF
01:15:13:265103,9.69,835,Disabled,1.18,13.71,9,64,Idle,39.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.6,ON,28 Pin,Removed,OFF
01:15:13:280722,9.69,826,Disabled,1.18,13.71,9,64,Idle,39.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:13:296343,8.30,826,Disabled,1.18,13.70,9,64,Idle,39.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:13:311963,8.30,851,Disabled,1.18,13.71,9,64,Idle,39.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.1,3.6,ON,28 Pin,Removed,OFF
01:15:13:327582,8.30,851,Disabled,1.18,13.71,9,64,Idle,39.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.1,3.6,ON,28 Pin,Removed,OFF
01:15:13:343201,8.30,851,Disabled,1.18,13.71,9,64,Idle,39.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.1,3.6,ON,28 Pin,Removed,OFF
01:15:13:358822,11.07,851,Disabled,1.18,13.71,9,64,Idle,39.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,3.6,ON,28 Pin,Removed,OFF
01:15:13:374443,11.07,851,Disabled,1.18,13.71,9,64,Idle,38.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:13:390064,11.07,828,Disabled,1.18,13.72,9,64,Idle,38.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:13:405682,11.07,828,Disabled,1.18,13.72,9,64,Idle,38.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:13:421303,9.69,853,Disabled,1.18,13.72,9,64,Idle,38.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:13:436922,9.69,853,Disabled,1.18,13.72,9,64,Idle,38.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:13:452542,9.69,853,Disabled,1.18,13.72,9,64,Idle,38.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,3.6,ON,28 Pin,Removed,OFF
01:15:13:468164,9.69,839,Disabled,1.18,13.71,9,64,Idle,38.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,3.6,ON,28 Pin,Removed,OFF
01:15:13:483785,9.69,839,Disabled,1.18,13.71,9,64,Idle,38.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:13:499402,9.69,839,Disabled,1.18,13.72,9,64,Idle,38.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:13:515024,9.69,845,Disabled,1.18,13.72,9,64,Idle,38.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:13:530642,9.69,839,Disabled,1.18,13.72,9,64,Idle,38.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:13:546263,9.69,839,Disabled,1.18,13.72,9,64,Idle,38.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.6,ON,28 Pin,Removed,OFF
01:15:13:561882,9.69,843,Disabled,1.18,13.72,9,64,Idle,38.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,3.6,ON,28 Pin,Removed,OFF
01:15:13:577503,8.30,843,Disabled,1.18,13.72,9,64,Idle,38.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,3.6,ON,28 Pin,Removed,OFF
01:15:13:593122,8.30,843,Disabled,1.18,13.71,9,64,Idle,38.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,3.6,ON,28 Pin,Removed,OFF
01:15:13:608745,8.30,840,Disabled,1.18,13.71,9,64,Idle,37.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.6,ON,28 Pin,Removed,OFF
01:15:13:624362,8.30,840,Disabled,1.18,13.73,9,64,Idle,37.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:13:639982,6.92,836,Disabled,1.18,13.73,9,64,Idle,37.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:13:655602,6.92,836,Disabled,1.18,13.73,9,64,Idle,37.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:13:671225,6.92,836,Disabled,1.18,13.73,9,64,Idle,37.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:13:686842,6.92,848,Disabled,1.18,13.73,9,64,Idle,37.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.5,ON,28 Pin,Removed,OFF
01:15:13:702463,6.92,848,Disabled,1.18,13.73,9,64,Idle,37.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.5,ON,28 Pin,Removed,OFF
01:15:13:718261,8.30,839,Disabled,1.18,13.72,9,64,Idle,37.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.5,ON,28 Pin,Removed,OFF
01:15:13:733895,8.30,839,Disabled,1.18,13.72,9,64,Idle,37.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.5,ON,28 Pin,Removed,OFF
01:15:13:749514,8.30,819,Disabled,1.18,13.71,9,64,Idle,37.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.5,ON,28 Pin,Removed,OFF
01:15:13:765133,8.30,819,Disabled,1.18,13.71,9,64,Idle,37.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.5,ON,28 Pin,Removed,OFF
01:15:13:780753,6.92,824,Disabled,1.18,13.71,9,64,Idle,37.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.5,ON,28 Pin,Removed,OFF
01:15:13:796373,6.92,829,Disabled,1.18,13.71,9,64,Idle,37.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.5,ON,28 Pin,Removed,OFF
01:15:13:811994,6.92,829,Disabled,1.18,13.73,9,64,Idle,37.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.5,ON,28 Pin,Removed,OFF
01:15:13:827613,6.92,820,Disabled,1.18,13.72,9,64,Idle,37.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.5,ON,28 Pin,Removed,OFF
01:15:13:843234,6.92,820,Disabled,1.18,13.73,9,64,Idle,37.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.5,ON,28 Pin,Removed,OFF
01:15:13:858854,8.30,820,Disabled,1.18,13.73,9,64,Idle,36.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.5,ON,28 Pin,Removed,OFF
01:15:13:874473,8.30,820,Disabled,1.18,13.73,9,64,Idle,36.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.5,ON,28 Pin,Removed,OFF
01:15:13:890093,8.30,820,Disabled,1.17,13.71,9,64,Idle,36.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.5,ON,28 Pin,Removed,OFF
01:15:13:905713,8.30,808,Disabled,1.17,13.71,9,64,Idle,36.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:13:921333,8.30,808,Disabled,1.17,13.71,9,64,Idle,36.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,3.6,ON,28 Pin,Removed,OFF
01:15:13:936953,8.30,808,Disabled,1.17,13.71,9,64,Idle,36.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.6,ON,28 Pin,Removed,OFF
01:15:13:952573,8.30,817,Disabled,1.17,13.71,9,64,Idle,36.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,3.6,ON,28 Pin,Removed,OFF
01:15:13:968193,8.30,802,Disabled,1.17,13.71,9,64,Idle,36.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,3.6,ON,28 Pin,Removed,OFF
01:15:13:983813,8.30,802,Disabled,1.17,13.71,9,64,Idle,36.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,3.6,ON,28 Pin,Removed,OFF
01:15:13:999433,12.46,802,Disabled,1.17,13.71,9,64,Idle,36.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,3.6,ON,28 Pin,Removed,OFF
01:15:14:015054,12.46,821,Disabled,1.17,13.71,9,64,Idle,36.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,3.6,ON,28 Pin,Removed,OFF
01:15:14:030674,12.46,812,Disabled,1.18,13.72,9,64,Idle,36.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,3.6,ON,28 Pin,Removed,OFF
01:15:14:046293,12.46,803,Disabled,1.18,13.71,9,64,Idle,36.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,3.6,ON,28 Pin,Removed,OFF
01:15:14:061914,12.46,803,Disabled,1.18,13.73,9,64,Idle,36.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,3.6,ON,28 Pin,Removed,OFF
01:15:14:077533,12.46,806,Disabled,1.18,13.73,9,64,Idle,36.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.6,3.6,ON,28 Pin,Removed,OFF
01:15:14:093156,12.46,808,Disabled,1.18,13.73,9,64,Idle,36.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,3.6,ON,28 Pin,Removed,OFF
01:15:14:108773,12.46,808,Disabled,1.18,13.74,9,64,Idle,36.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,3.6,ON,28 Pin,Removed,OFF
01:15:14:124393,12.46,814,Disabled,1.18,13.74,9,64,Idle,36.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,3.6,ON,28 Pin,Removed,OFF
01:15:14:140013,12.46,814,Disabled,1.18,13.74,9,64,Idle,36.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,3.6,ON,28 Pin,Removed,OFF
01:15:14:155632,11.07,817,Disabled,1.18,13.73,9,64,Idle,36.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,3.6,ON,28 Pin,Removed,OFF
01:15:14:171253,11.07,817,Disabled,1.18,13.72,9,64,Idle,36.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.6,ON,28 Pin,Removed,OFF
01:15:14:186874,11.07,818,Disabled,1.18,13.72,9,64,Idle,35.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.7,ON,28 Pin,Removed,OFF
01:15:14:202494,11.07,820,Disabled,1.18,13.72,9,64,Idle,35.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.7,ON,28 Pin,Removed,OFF
01:15:14:218113,9.69,827,Disabled,1.18,13.72,9,64,Idle,35.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.7,ON,28 Pin,Removed,OFF
01:15:14:233732,9.69,827,Disabled,1.18,13.72,9,64,Idle,35.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.7,ON,28 Pin,Removed,OFF
01:15:14:249355,9.69,827,Disabled,1.18,13.73,9,64,Idle,35.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.7,ON,28 Pin,Removed,OFF
01:15:14:264976,9.69,828,Disabled,1.18,13.72,9,64,Idle,34.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.7,ON,28 Pin,Removed,OFF
01:15:14:280594,9.69,828,Disabled,1.18,13.72,9,64,Idle,34.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:14:296215,9.69,837,Disabled,1.18,13.72,9,64,Idle,34.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:14:311833,9.69,846,Disabled,1.18,13.74,9,64,Idle,34.6,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:14:327454,9.69,833,Disabled,1.18,13.73,9,64,Idle,34.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.6,ON,28 Pin,Removed,OFF
01:15:14:343072,9.69,833,Disabled,1.18,13.73,9,64,Idle,34.3,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.4,ON,28 Pin,Removed,OFF
01:15:14:358693,9.69,833,Disabled,1.18,13.72,9,64,Idle,34.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.4,ON,28 Pin,Removed,OFF
01:15:14:374312,8.30,837,Disabled,1.17,13.72,9,64,Idle,34.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.4,ON,28 Pin,Removed,OFF
01:15:14:389932,8.30,848,Disabled,1.17,13.73,9,64,Idle,34.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.4,ON,28 Pin,Removed,OFF
01:15:14:405552,8.30,848,Disabled,1.17,13.71,9,64,Idle,34.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.4,ON,28 Pin,Removed,OFF
01:15:14:421172,8.30,848,Disabled,1.17,13.72,9,64,Idle,34.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.4,ON,28 Pin,Removed,OFF
01:15:14:436792,8.30,842,Disabled,1.17,13.73,9,64,Idle,34.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.4,ON,28 Pin,Removed,OFF
01:15:14:452413,8.30,842,Disabled,1.17,13.73,9,64,Idle,34.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,3.4,ON,28 Pin,Removed,OFF
01:15:14:468032,8.30,850,Disabled,1.17,13.72,9,64,Idle,34.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,3.4,ON,28 Pin,Removed,OFF
01:15:14:483653,8.30,850,Disabled,1.17,13.72,9,64,Idle,34.1,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,3.4,ON,28 Pin,Removed,OFF
01:15:14:499272,8.30,846,Disabled,1.17,13.74,9,64,Idle,34.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,3.4,ON,28 Pin,Removed,OFF
01:15:14:514898,6.92,841,Disabled,1.17,13.73,9,64,Idle,34.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,3.4,ON,28 Pin,Removed,OFF
01:15:14:530513,6.92,841,Disabled,1.17,13.75,9,64,Idle,34.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,3.4,ON,28 Pin,Removed,OFF
01:15:14:546133,6.92,845,Disabled,1.17,13.74,9,64,Idle,34.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.4,ON,28 Pin,Removed,OFF
01:15:14:561753,6.92,845,Disabled,1.17,13.74,9,64,Idle,33.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.5,ON,28 Pin,Removed,OFF
01:15:14:577373,8.30,845,Disabled,1.17,13.74,9,64,Idle,33.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.5,ON,28 Pin,Removed,OFF
01:15:14:592995,8.30,845,Disabled,1.17,13.74,9,64,Idle,33.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,3.5,ON,28 Pin,Removed,OFF
01:15:14:608612,8.30,831,Disabled,1.16,13.73,9,64,Idle,33.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,3.5,ON,28 Pin,Removed,OFF
01:15:14:624232,8.30,831,Disabled,1.16,13.73,9,64,Idle,33.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,3.4,ON,28 Pin,Removed,OFF
01:15:14:639854,8.30,831,Disabled,1.16,13.73,9,64,Idle,33.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,3.4,ON,28 Pin,Removed,OFF
01:15:14:655473,6.92,834,Disabled,1.16,13.72,9,64,Idle,33.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,3.4,ON,28 Pin,Removed,OFF
01:15:14:671093,6.92,834,Disabled,1.16,13.74,9,64,Idle,33.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,3.4,ON,28 Pin,Removed,OFF
01:15:14:686712,6.92,834,Disabled,1.16,13.73,9,64,Idle,33.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.4,ON,28 Pin,Removed,OFF
01:15:14:702333,6.92,832,Disabled,1.16,13.73,9,64,Idle,33.8,1,1,130,944 NA,0.46,Lean,0,12.5,Disabled,Disabled,Disabled,6.4,3.3,ON,28 Pin,Removed,OFF
01:15:14:717954,6.92,832,Disabled,1.16,13.72,9,64,Idle,33.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.3,ON,28 Pin,Removed,OFF
01:15:14:733574,6.92,832,Disabled,1.16,13.73,9,64,Idle,33.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.3,ON,28 Pin,Removed,OFF
01:15:14:749193,6.92,832,Disabled,1.16,13.74,9,64,Idle,33.8,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.3,ON,28 Pin,Removed,OFF
01:15:14:764813,6.92,828,Disabled,1.16,13.73,9,64,Idle,33.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.4,ON,28 Pin,Removed,OFF
01:15:14:780432,6.92,825,Disabled,1.16,13.73,9,64,Idle,33.7,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,3.4,ON,28 Pin,Removed,OFF
01:15:14:796055,6.92,822,Disabled,1.16,13.74,9,64,Idle,33.5,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,3.4,ON,28 Pin,Removed,OFF
01:15:14:811674,6.92,820,Disabled,1.16,13.74,9,64,Idle,33.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.5,3.4,ON,28 Pin,Removed,OFF
01:15:14:827292,6.92,818,Disabled,1.16,13.74,9,64,Idle,33.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.4,3.4,ON,28 Pin,Removed,OFF
01:15:14:842914,6.92,818,Disabled,1.17,13.74,9,64,Idle,33.4,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.3,3.5,ON,28 Pin,Removed,OFF
01:15:14:858532,6.92,816,Disabled,1.17,13.74,9,64,Idle,33.2,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,3.5,ON,28 Pin,Removed,OFF
01:15:14:874152,6.92,814,Disabled,1.16,13.74,9,64,Idle,33.0,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,3.5,ON,28 Pin,Removed,OFF
01:15:14:889776,6.92,814,Disabled,1.16,13.74,9,64,Idle,32.9,1,1,130,944 NA,0.46,Lean,0,12.5,0.00,Disabled,Disabled,6.2,3.5,ON,28 Pin,Removed,OFF
